theta1,theta2,theta3
0.10072,0.286952,0.612329
0.129013,0.313479,0.557508
0.183812,0.222645,0.593543
0.0704079,0.2282,0.701392
0.194294,0.353909,0.451797
0.125984,0.493072,0.380945
0.317677,0.297849,0.384474
0.117531,0.257265,0.625204
0.0542832,0.147007,0.79871
0.183133,0.400952,0.415915
0.323743,0.287314,0.388943
0.198659,0.311945,0.489396
0.149395,0.345488,0.505117
0.0641413,0.419281,0.516578
0.165425,0.303301,0.531273
0.0407785,0.753335,0.205887
0.230009,0.36579,0.404201
0.204219,0.417684,0.378097
0.131082,0.38802,0.480898
0.107464,0.19625,0.696286
0.354199,0.172487,0.473314
0.116663,0.287326,0.596011
0.261109,0.328857,0.410034
0.258852,0.31502,0.426128
0.0237655,0.238095,0.73814
0.221028,0.157252,0.62172
0.0304881,0.475203,0.494308
0.181138,0.298361,0.520502
0.106869,0.262526,0.630605
0.119526,0.587513,0.292961
0.147343,0.448438,0.404219
0.255604,0.284935,0.459461
0.207468,0.0785979,0.713934
0.21134,0.288358,0.500302
0.105032,0.589763,0.305204
0.115706,0.471176,0.413118
0.179481,0.178995,0.641524
0.114526,0.486622,0.398852
0.158881,0.387617,0.453503
0.355321,0.235141,0.409537
0.217922,0.328779,0.453299
0.270095,0.34402,0.385885
0.150248,0.198602,0.651149
0.045725,0.17916,0.775115
0.440505,0.158157,0.401338
0.0108637,0.150412,0.838724
0.290458,0.170713,0.538829
0.260989,0.394897,0.344114
0.130741,0.434143,0.435116
0.323416,0.204682,0.471902
0.0397888,0.309117,0.651094
0.0983273,0.231746,0.669926
0.107141,0.322474,0.570385
0.188257,0.212351,0.599392
0.0706563,0.33678,0.592564
0.0728009,0.282997,0.644202
0.449191,0.168985,0.381824
0.102451,0.238757,0.658792
0.215863,0.274579,0.509558
0.151372,0.33601,0.512618
0.194497,0.261795,0.543709
0.0278154,0.620712,0.351473
0.0071838,0.335652,0.657165
0.267908,0.203379,0.528714
0.113766,0.592251,0.293982
0.219797,0.19973,0.580473
0.105817,0.197968,0.696215
0.448657,0.0792014,0.472142
0.33118,0.225834,0.442986
0.215101,0.358576,0.426324
0.0872052,0.102507,0.810287
0.256667,0.123838,0.619494
0.173582,0.452448,0.37397
0.301013,0.339422,0.359565
0.0710337,0.488421,0.440545
0.106648,0.447983,0.445369
0.299328,0.345401,0.35527
0.263682,0.187021,0.549298
0.403153,0.405546,0.191301
0.206981,0.142232,0.650786
0.306571,0.328482,0.364947
0.250702,0.106233,0.643065
0.127678,0.403375,0.468948
0.208719,0.0839028,0.707378
0.0494474,0.160619,0.789934
0.279656,0.164109,0.556236
0.182274,0.267405,0.550322
0.148206,0.344292,0.507502
0.191442,0.222276,0.586282
0.201735,0.427114,0.371152
0.256235,0.310595,0.43317
0.224142,0.324999,0.450859
0.372196,0.0901056,0.537698
0.0896297,0.286789,0.623582
0.17429,0.53392,0.29179
0.067645,0.486295,0.44606
0.304921,0.231446,0.463633
0.0531466,0.134829,0.812024
0.153092,0.498653,0.348255
0.11796,0.280567,0.601473
0.2788,0.341015,0.380185
0.206902,0.114454,0.678644
0.0341676,0.307339,0.658493
0.146873,0.0508772,0.80225
0.148311,0.50055,0.351139
0.176131,0.480381,0.343488
0.410017,0.262796,0.327187
0.153082,0.215614,0.631304
0.181064,0.0693306,0.749605
0.345514,0.405774,0.248712
0.188167,0.213136,0.598696
0.162511,0.559122,0.278366
0.190449,0.352624,0.456927
0.134134,0.23635,0.629516
0.0816123,0.446524,0.471864
0.26611,0.0571327,0.676757
0.134439,0.351294,0.514267
0.382505,0.312504,0.304991
0.352573,0.17059,0.476836
0.124012,0.423374,0.452614
0.073412,0.602985,0.323603
0.173666,0.368293,0.458041
0.0876813,0.454575,0.457744
0.133381,0.48805,0.378569
0.181219,0.542656,0.276124
0.230053,0.200984,0.568962
0.267815,0.392453,0.339731
0.0932175,0.146771,0.760012
0.20327,0.110839,0.685892
0.196872,0.132003,0.671125
0.173253,0.402082,0.424666
0.175315,0.321751,0.502934
0.31177,0.0846588,0.603571
0.246874,0.388288,0.364838
0.236911,0.302708,0.460381
0.119251,0.214863,0.665886
0.141082,0.358734,0.500184
0.186099,0.183495,0.630407
0.265308,0.454089,0.280602
0.153209,0.286263,0.560528
0.0681018,0.445064,0.486834
0.288755,0.324084,0.38716
0.0443356,0.201788,0.753876
0.290623,0.213386,0.495991
0.524214,0.215906,0.25988
0.0990374,0.207602,0.69336
0.288852,0.307743,0.403405
0.205254,0.346469,0.448277
0.171069,0.395172,0.433758
0.239356,0.160635,0.600009
0.0451479,0.59322,0.361632
0.0620453,0.203059,0.734896
0.150216,0.212994,0.63679
0.133875,0.114107,0.752018
0.28098,0.125781,0.593239
0.407581,0.162549,0.42987
0.0869425,0.344564,0.568494
0.158774,0.316387,0.524839
0.225429,0.224425,0.550146
0.0967415,0.278378,0.62488
0.187867,0.268222,0.543911
0.105672,0.29399,0.600337
0.355903,0.131965,0.512132
0.0657449,0.376933,0.557322
0.282845,0.22322,0.493935
0.032942,0.342393,0.624665
0.149275,0.330571,0.520154
0.128955,0.218327,0.652718
0.142686,0.218864,0.63845
0.201678,0.339249,0.459073
0.314274,0.333905,0.351822
0.273303,0.404153,0.322544
0.136524,0.245365,0.618111
0.353435,0.259401,0.387164
0.255254,0.114153,0.630593
0.229419,0.121468,0.649113
0.145521,0.421927,0.432552
0.117474,0.394401,0.488125
0.190009,0.194174,0.615817
0.162791,0.180723,0.656485
0.0110749,0.549587,0.439338
0.273349,0.270367,0.456284
0.143235,0.366705,0.49006
0.0483238,0.282695,0.668981
0.0391496,0.231374,0.729476
0.0422577,0.444939,0.512804
0.112103,0.423345,0.464552
0.15291,0.422427,0.424662
0.0401663,0.297353,0.662481
0.144931,0.479365,0.375704
0.282115,0.213206,0.504679
0.0939924,0.118312,0.787696
0.237114,0.289671,0.473215
0.206786,0.249682,0.543532
0.202738,0.602272,0.194991
0.233227,0.364965,0.401809
0.146218,0.49287,0.360912
0.159289,0.35844,0.482271
0.123781,0.477815,0.398404
0.118449,0.2574,0.624151
0.286229,0.321934,0.391837
0.251288,0.245439,0.503273
0.169095,0.318009,0.512896
0.0777075,0.290469,0.631823
0.209091,0.140748,0.65016
0.312755,0.380064,0.307182
0.21508,0.454713,0.330207
0.0997373,0.152867,0.747396
0.34431,0.278155,0.377535
0.360975,0.172992,0.466034
0.315806,0.329455,0.354739
0.391627,0.292653,0.31572
0.542631,0.272359,0.185011
0.316905,0.374812,0.308283
0.0503155,0.579454,0.37023
0.277186,0.239842,0.482972
0.0071806,0.405775,0.587045
0.250633,0.229191,0.520176
0.322897,0.232241,0.444862
0.392444,0.160351,0.447204
0.207236,0.29514,0.497624
0.224295,0.369189,0.406517
0.172077,0.185181,0.642743
0.14154,0.372531,0.485929
0.295153,0.229481,0.475366
0.330355,0.353961,0.315685
0.104177,0.38406,0.511763
0.186997,0.244978,0.568026
0.0775166,0.262455,0.660028
0.285521,0.245725,0.468754
0.143975,0.202709,0.653316
0.262659,0.150571,0.58677
0.244751,0.137385,0.617865
0.0944962,0.320545,0.584958
0.234747,0.304294,0.460959
0.0855038,0.39741,0.517086
0.139962,0.763498,0.0965394
0.0753536,0.333056,0.59159
0.176996,0.335095,0.48791
0.0992284,0.293939,0.606832
0.2124,0.195384,0.592216
0.163327,0.355222,0.481451
0.352547,0.126647,0.520806
0.492647,0.164212,0.343141
0.124663,0.430967,0.444371
0.116706,0.169297,0.713997
0.215636,0.257673,0.526691
0.199741,0.0837802,0.716479
0.204608,0.397791,0.397602
0.0997883,0.331428,0.568783
0.385094,0.158794,0.456112
0.162101,0.203838,0.634061
0.204771,0.229134,0.566094
0.0935622,0.0888676,0.81757
0.368191,0.205669,0.426141
0.221879,0.107672,0.670449
0.0850752,0.141559,0.773366
0.185598,0.149697,0.664705
0.232798,0.253998,0.513204
0.264821,0.0592792,0.675899
0.0538237,0.486628,0.459549
0.32328,0.202083,0.474637
0.325664,0.289821,0.384515
0.237386,0.361992,0.400622
0.210932,0.412687,0.376381
0.302364,0.185777,0.511859
0.0542744,0.24808,0.697645
0.104612,0.351592,0.543796
0.344794,0.0454356,0.60977
0.139931,0.273071,0.586998
0.0870244,0.531642,0.381333
0.132603,0.429348,0.438049
0.119702,0.145658,0.73464
0.227068,0.304499,0.468433
0.145408,0.486393,0.368198
0.0956649,0.351302,0.553033
0.112308,0.332835,0.554857
0.162353,0.194585,0.643062
0.179418,0.407648,0.412933
0.109456,0.428126,0.462417
0.0923938,0.0975454,0.810061
0.0548142,0.415675,0.52951
0.113383,0.211385,0.675232
0.572236,0.121215,0.306549
0.151547,0.362766,0.485687
0.503295,0.274901,0.221805
0.0416941,0.226677,0.731628
0.165681,0.379265,0.455054
0.0914431,0.594851,0.313706
0.205831,0.213669,0.5805
0.31139,0.218409,0.470201
0.273704,0.105269,0.621027
0.12335,0.319504,0.557147
0.0853389,0.42272,0.491942
0.0485353,0.443902,0.507563
0.0961628,0.330075,0.573763
0.271304,0.166616,0.56208
0.19929,0.325383,0.475327
0.0873179,0.347459,0.565223
0.105441,0.369898,0.524661
0.170276,0.402141,0.427583
0.309591,0.221631,0.468778
0.081824,0.400353,0.517823
0.370153,0.401979,0.227868
0.0325871,0.327885,0.639528
0.094192,0.264927,0.640881
0.0971607,0.176232,0.726607
0.333404,0.0817381,0.584858
0.0947332,0.294991,0.610276
0.0636553,0.407437,0.528908
0.307665,0.40508,0.287255
0.35191,0.305474,0.342616
0.189739,0.410885,0.399376
0.039587,0.129175,0.831238
0.107342,0.484,0.408658
0.166913,0.147763,0.685324
0.294546,0.0826437,0.622811
0.105896,0.549778,0.344326
0.234843,0.522146,0.243011
0.340095,0.347372,0.312533
0.211516,0.253097,0.535387
0.280702,0.119002,0.600296
0.148835,0.405559,0.445606
0.156632,0.37462,0.468748
0.165379,0.306977,0.527644
0.0294713,0.329949,0.64058
0.138622,0.533799,0.327579
0.22064,0.270727,0.508633
0.126781,0.570203,0.303016
0.0796932,0.41185,0.508457
0.27184,0.346176,0.381984
0.289887,0.187827,0.522286
0.110007,0.321378,0.568616
0.184383,0.192891,0.622725
0.363382,0.315211,0.321407
0.0583991,0.643399,0.298201
0.260726,0.460184,0.27909
0.129369,0.221188,0.649442
0.143755,0.286108,0.570138
0.279771,0.166602,0.553627
0.17487,0.217623,0.607506
0.201618,0.198228,0.600154
0.129272,0.483844,0.386884
0.24956,0.185251,0.565189
0.213117,0.489511,0.297372
0.201909,0.427114,0.370977
0.278628,0.289427,0.431944
0.156241,0.372924,0.470835
0.354117,0.212051,0.433833
0.226194,0.327081,0.446725
0.15678,0.100327,0.742893
0.100526,0.379431,0.520043
0.207118,0.157739,0.635143
0.0541843,0.256043,0.689772
0.118759,0.329267,0.551974
0.129002,0.243226,0.627772
0.22425,0.283924,0.491826
0.217262,0.369734,0.413003
0.291599,0.328076,0.380325
0.211609,0.325025,0.463366
0.260503,0.293011,0.446486
0.19865,0.189578,0.611772
0.461954,0.256998,0.281047
0.0479112,0.53422,0.417869
0.0272858,0.345333,0.627382
0.0752307,0.153161,0.771608
0.13102,0.333986,0.534994
0.165352,0.201446,0.633202
0.258432,0.488752,0.252816
0.101389,0.30139,0.597221
0.166966,0.225293,0.60774
0.380357,0.0824892,0.537154
0.237009,0.308473,0.454518
0.174196,0.412631,0.413173
0.503348,0.194488,0.302164
0.251653,0.273555,0.474792
0.273132,0.44001,0.286858
0.0597718,0.220159,0.720069
0.475918,0.415902,0.10818
0.178336,0.329677,0.491987
0.183164,0.623382,0.193454
0.456247,0.109153,0.4346
0.186192,0.413033,0.400775
0.326617,0.325476,0.347907
0.178375,0.193015,0.62861
0.141263,0.481563,0.377174
0.176227,0.499276,0.324497
0.211346,0.471506,0.317148
0.150765,0.184545,0.66469
0.0802182,0.123945,0.795837
0.164507,0.364337,0.471156
0.498075,0.155176,0.346749
0.169435,0.392752,0.437812
0.144135,0.542178,0.313687
0.319801,0.301175,0.379024
0.243471,0.279876,0.476653
0.470501,0.118717,0.410783
0.0905467,0.441842,0.467611
0.108093,0.396776,0.495131
0.265207,0.35467,0.380122
0.29844,0.172045,0.529515
0.185974,0.308687,0.505339
0.281397,0.0989529,0.61965
0.0124763,0.439955,0.547568
0.153849,0.419439,0.426712
0.0642534,0.33208,0.603667
0.0945383,0.5217,0.383762
0.25558,0.0519397,0.69248
0.0991702,0.280297,0.620533
0.22919,0.271558,0.499252
0.29279,0.39786,0.309351
0.34475,0.298363,0.356887
0.188261,0.0874887,0.72425
0.0694043,0.227237,0.703358
0.135813,0.136969,0.727218
0.10518,0.258449,0.636371
0.2542,0.420682,0.325118
0.20402,0.0658246,0.730155
0.312697,0.109059,0.578244
0.0329513,0.229734,0.737315
0.452291,0.290982,0.256728
0.165143,0.447381,0.387476
0.291669,0.155681,0.55265
0.104826,0.224843,0.670331
0.310717,0.315966,0.373317
0.160508,0.395498,0.443994
0.37283,0.383793,0.243377
0.123396,0.387254,0.48935
0.0533631,0.499373,0.447263
0.114145,0.249879,0.635976
0.130876,0.179495,0.68963
0.0955847,0.191984,0.712431
0.0915318,0.157109,0.751359
0.151128,0.315046,0.533826
0.192559,0.477021,0.330419
0.410873,0.202514,0.386612
0.213895,0.47686,0.309245
0.184194,0.322044,0.493763
0.354088,0.209009,0.436903
0.124782,0.283712,0.591506
0.0266854,0.606861,0.366454
0.122005,0.201832,0.676163
0.318599,0.216493,0.464908
0.221292,0.119083,0.659625
0.0840016,0.456688,0.459311
0.183187,0.408746,0.408067
0.101875,0.351891,0.546234
0.150176,0.228421,0.621403
0.213241,0.376497,0.410262
0.188088,0.317631,0.494281
0.126666,0.234426,0.638908
0.110244,0.353559,0.536197
0.135002,0.313621,0.551377
0.101585,0.531136,0.367279
0.0624029,0.30149,0.636107
0.103803,0.326524,0.569673
0.180708,0.355124,0.464168
0.0693215,0.686332,0.244346
0.330505,0.187997,0.481497
0.315165,0.436002,0.248833
0.262023,0.245197,0.49278
0.126543,0.208934,0.664523
0.268905,0.151008,0.580086
0.124402,0.243407,0.632191
0.127071,0.558693,0.314236
0.0903747,0.211514,0.698111
0.15639,0.599391,0.244218
0.361888,0.316272,0.321839
0.150543,0.214156,0.635301
0.391174,0.422277,0.186549
0.0978073,0.22852,0.673673
0.417641,0.258982,0.323377
0.0904091,0.541557,0.368034
0.188328,0.557898,0.253775
0.0229354,0.419568,0.557497
0.293948,0.189703,0.516349
0.301394,0.513845,0.184761
0.0384091,0.415651,0.54594
0.327753,0.199147,0.473101
0.0614028,0.321241,0.617356
0.118424,0.184088,0.697487
0.131376,0.515954,0.35267
0.340288,0.214815,0.444897
0.123944,0.399377,0.476679
0.180712,0.0919787,0.727309
0.543015,0.182947,0.274038
0.0921797,0.193493,0.714328
0.202552,0.204069,0.593379
0.379164,0.298635,0.322201
0.157717,0.330322,0.511961
0.206071,0.254253,0.539675
0.256334,0.192364,0.551302
0.120703,0.236461,0.642836
0.254144,0.438526,0.307329
0.206501,0.466207,0.327292
0.240832,0.349251,0.409917
0.235477,0.301819,0.462704
0.201866,0.309218,0.488916
0.223559,0.548552,0.227889
0.282612,0.269315,0.448072
0.0737712,0.226995,0.699233
0.196033,0.265633,0.538334
0.202382,0.408911,0.388708
0.136388,0.115709,0.747903
0.0303551,0.276552,0.693093
0.212355,0.31606,0.471585
0.13404,0.49365,0.37231
0.199529,0.354843,0.445628
0.101721,0.308908,0.589371
0.103598,0.421755,0.474647
0.201868,0.327728,0.470404
0.376999,0.15885,0.464151
0.389855,0.294474,0.315671
0.00677112,0.42678,0.566449
0.494971,0.100907,0.404122
0.168913,0.393546,0.437541
0.208595,0.509358,0.282047
0.0989769,0.655531,0.245492
0.341438,0.188416,0.470145
0.227464,0.446447,0.326089
0.420852,0.335358,0.24379
0.0654079,0.443421,0.491171
0.326083,0.393233,0.280685
0.188332,0.193211,0.618456
0.261919,0.243856,0.494225
0.284559,0.45112,0.264321
0.222045,0.259394,0.518561
0.141181,0.549751,0.309068
0.0639236,0.237897,0.698179
0.277224,0.421531,0.301245
0.0775323,0.695868,0.2266
0.146663,0.384118,0.46922
0.0504741,0.160192,0.789334
0.529694,0.109629,0.360677
0.080081,0.394255,0.525664
0.294019,0.169517,0.536464
0.0977409,0.163576,0.738683
0.147914,0.343732,0.508354
0.226063,0.181956,0.591981
0.0318334,0.370128,0.598039
0.173599,0.291389,0.535013
0.344788,0.427625,0.227587
0.14609,0.0466415,0.807268
0.365786,0.421807,0.212407
0.110467,0.221877,0.667656
0.324443,0.324383,0.351174
0.263692,0.298893,0.437415
0.272978,0.216117,0.510904
0.145268,0.245168,0.609564
0.0713326,0.145225,0.783443
0.322006,0.203244,0.47475
0.309141,0.147902,0.542956
0.217717,0.0838469,0.698436
0.292334,0.357734,0.349932
0.28776,0.192273,0.519966
0.163194,0.411992,0.424814
0.0720364,0.214023,0.713941
0.285829,0.461217,0.252953
0.110916,0.344169,0.544915
0.245289,0.113266,0.641445
0.50076,0.19061,0.308629
0.208794,0.285407,0.505799
0.17619,0.385037,0.438773
0.294967,0.242596,0.462436
0.0467721,0.299714,0.653514
0.131916,0.185326,0.682758
0.485657,0.311876,0.202467
0.250925,0.309888,0.439187
0.14376,0.231993,0.624247
0.414322,0.0927123,0.492966
0.290283,0.234371,0.475346
0.0153467,0.284592,0.700061
0.24366,0.220567,0.535772
0.382065,0.428528,0.189407
0.137037,0.125963,0.737
0.395761,0.249003,0.355236
0.339527,0.368518,0.291955
0.152907,0.461506,0.385587
0.343863,0.381972,0.274166
0.114982,0.603345,0.281673
0.264265,0.324072,0.411664
0.143873,0.296936,0.559191
0.34811,0.161266,0.490624
0.317639,0.220742,0.461619
0.0169969,0.381097,0.601907
0.24391,0.269557,0.486533
0.075914,0.507497,0.416589
0.0946462,0.520263,0.38509
0.229832,0.23909,0.531078
0.136211,0.0497376,0.814052
0.291843,0.259523,0.448633
0.117462,0.238299,0.644239
0.322457,0.0873439,0.590199
0.0912643,0.239975,0.668761
0.228162,0.272752,0.499087
0.0981417,0.367037,0.534821
0.423063,0.169107,0.40783
0.14181,0.464692,0.393498
0.213743,0.441654,0.344603
0.0667331,0.304417,0.62885
0.0247962,0.0922277,0.882976
0.278917,0.298251,0.422833
0.233684,0.175678,0.590638
0.0766722,0.550676,0.372652
0.197423,0.16532,0.637257
0.261039,0.461742,0.277219
0.173204,0.160201,0.666595
0.262814,0.28111,0.456075
0.262126,0.388511,0.349364
0.225788,0.381962,0.392251
0.147166,0.516664,0.336171
0.116819,0.119036,0.764145
0.243191,0.0562899,0.70052
0.0989789,0.461748,0.439273
0.112195,0.293741,0.594064
0.0435937,0.327218,0.629188
0.069193,0.223941,0.706866
0.501473,0.204629,0.293898
0.130105,0.279794,0.590101
0.107637,0.374,0.518363
0.0575745,0.570869,0.371557
0.119556,0.448605,0.431839
0.156434,0.429054,0.414512
0.233864,0.138997,0.627139
0.348036,0.205619,0.446345
0.0942998,0.511242,0.394458
0.487458,0.303155,0.209386
0.106272,0.300847,0.59288
0.168938,0.411305,0.419757
0.302826,0.185864,0.51131
0.110111,0.174126,0.715764
0.24668,0.347375,0.405944
0.106036,0.299004,0.59496
0.0178308,0.289365,0.692804
0.182469,0.238721,0.57881
0.0807297,0.415855,0.503415
0.0972543,0.423839,0.478907
0.253097,0.416432,0.330471
0.258201,0.503315,0.238484
0.0124341,0.302872,0.684694
0.176276,0.354165,0.469559
0.290512,0.406491,0.302997
0.292065,0.284918,0.423018
0.0199484,0.169971,0.810081
0.218285,0.175381,0.606335
0.436117,0.20069,0.363194
0.157146,0.295285,0.547569
0.0320957,0.469728,0.498176
0.362604,0.0672798,0.570117
0.420977,0.337483,0.24154
0.376448,0.217848,0.405704
0.291559,0.346468,0.361973
0.264485,0.160721,0.574794
0.324604,0.275638,0.399759
0.038558,0.438193,0.52325
0.411601,0.186676,0.401722
0.221428,0.135868,0.642704
0.107519,0.216282,0.676199
0.285203,0.259863,0.454934
0.0986198,0.324995,0.576385
0.0399515,0.372085,0.587963
0.14794,0.549052,0.303008
0.0448701,0.458761,0.496369
0.0843757,0.622827,0.292797
0.224214,0.495766,0.280019
0.142252,0.502325,0.355423
0.225524,0.2624,0.512076
0.363255,0.25299,0.383755
0.248897,0.202006,0.549097
0.247257,0.389415,0.363329
0.0417307,0.427078,0.531191
0.273184,0.0711532,0.655663
0.366696,0.438642,0.194661
0.112862,0.271637,0.615501
0.35335,0.235752,0.410898
0.0966596,0.367539,0.535801
0.143536,0.192475,0.663989
0.45044,0.27086,0.2787
0.257997,0.362207,0.379797
0.31927,0.173278,0.507452
0.14686,0.428787,0.424352
0.0612398,0.254856,0.683904
0.0816189,0.456293,0.462088
0.427645,0.323341,0.249014
0.341333,0.24922,0.409447
0.109708,0.136663,0.753629
0.0919407,0.224786,0.683273
0.241047,0.156818,0.602135
0.552781,0.228304,0.218915
0.348885,0.29308,0.358035
0.343871,0.221716,0.434414
0.279767,0.594417,0.125815
0.110335,0.501095,0.38857
0.174442,0.339297,0.486261
0.267634,0.32427,0.408096
0.351232,0.155943,0.492825
0.174039,0.243354,0.582607
0.498114,0.233663,0.268224
0.221821,0.289363,0.488816
0.126553,0.165958,0.707489
0.0700811,0.379699,0.55022
0.422938,0.176417,0.400644
0.501025,0.308475,0.1905
0.282044,0.158751,0.559206
0.22467,0.25102,0.524311
0.260198,0.132658,0.607145
0.0629616,0.649224,0.287814
0.386654,0.24991,0.363436
0.128075,0.23038,0.641544
0.0790454,0.395945,0.525009
0.242481,0.303439,0.45408
0.286017,0.462097,0.251885
0.168494,0.137851,0.693655
0.138801,0.20692,0.654279
0.443397,0.250688,0.305915
0.168633,0.174753,0.656613
0.357912,0.413628,0.22846
0.135659,0.399693,0.464648
0.15367,0.179547,0.666782
0.340868,0.221131,0.438002
0.218068,0.362245,0.419688
0.265166,0.268296,0.466538
0.227174,0.388933,0.383893
0.114444,0.200459,0.685098
0.145605,0.292285,0.56211
0.19307,0.510544,0.296386
0.0740838,0.400785,0.525131
0.25429,0.25251,0.4932
0.122694,0.300746,0.57656
0.302251,0.385882,0.311867
0.326131,0.402086,0.271783
0.22486,0.220266,0.554874
0.216737,0.0319029,0.75136
0.102353,0.341845,0.555801
0.0291193,0.546923,0.423958
0.0932916,0.338043,0.568665
0.0975044,0.211854,0.690641
0.271656,0.541601,0.186743
0.268738,0.0988061,0.632456
0.35207,0.260805,0.387125
0.219769,0.36567,0.414561
0.212144,0.215826,0.57203
0.0965433,0.245971,0.657486
0.192967,0.42427,0.382763
0.166754,0.21054,0.622706
0.213995,0.191252,0.594753
0.441243,0.190883,0.367874
0.0682556,0.523767,0.407978
0.136203,0.523992,0.339805
0.0850204,0.361774,0.553205
0.16459,0.211131,0.624278
0.146039,0.346538,0.507422
0.214934,0.220251,0.564815
